,#,hydrophobicity_PRAM900101.Tr1221,hydrophobicity_PRAM900101.Tr1331,hydrophobicity_PRAM900101.Tr2332,hydrophobicity_ARGP820101.Tr1221,hydrophobicity_ARGP820101.Tr1331,hydrophobicity_ARGP820101.Tr2332,hydrophobicity_ZIMJ680101.Tr1221,hydrophobicity_ZIMJ680101.Tr1331,hydrophobicity_ZIMJ680101.Tr2332,hydrophobicity_PONP930101.Tr1221,hydrophobicity_PONP930101.Tr1331,hydrophobicity_PONP930101.Tr2332,hydrophobicity_CASG920101.Tr1221,hydrophobicity_CASG920101.Tr1331,hydrophobicity_CASG920101.Tr2332,hydrophobicity_ENGD860101.Tr1221,hydrophobicity_ENGD860101.Tr1331,hydrophobicity_ENGD860101.Tr2332,hydrophobicity_FASG890101.Tr1221,hydrophobicity_FASG890101.Tr1331,hydrophobicity_FASG890101.Tr2332,normwaalsvolume.Tr1221,normwaalsvolume.Tr1331,normwaalsvolume.Tr2332,polarity.Tr1221,polarity.Tr1331,polarity.Tr2332,polarizability.Tr1221,polarizability.Tr1331,polarizability.Tr2332,charge.Tr1221,charge.Tr1331,charge.Tr2332,secondarystruct.Tr1221,secondarystruct.Tr1331,secondarystruct.Tr2332,solventaccess.Tr1221,solventaccess.Tr1331,solventaccess.Tr2332,uniprot_ID,CHEMBL_ID
0,sp|Q16539|MK14_HUMAN,0.20891364902506965,0.23676880222841226,0.2228412256267409,0.21448467966573814,0.2562674094707521,0.20055710306406685,0.17548746518105848,0.3231197771587744,0.12256267409470753,0.14763231197771587,0.3398328690807799,0.1532033426183844,0.3927576601671309,0.12256267409470753,0.08913649025069638,0.1977715877437326,0.2924791086350975,0.15598885793871867,0.10306406685236767,0.3342618384401114,0.181058495821727,0.26740947075208915,0.16991643454038996,0.20612813370473534,0.19498607242339835,0.29805013927576596,0.16991643454038996,0.27019498607242337,0.14484679665738162,0.2311977715877437,0.16991643454038996,0.019498607242339837,0.20334261838440112,0.23398328690807801,0.2311977715877437,0.1615598885793872,0.2618384401114206,0.2172701949860724,0.18384401114206128,Q16539,CHEMBL260
0,sp|P23219|PGH1_HUMAN,0.2040133779264214,0.20735785953177255,0.23411371237458195,0.22575250836120397,0.27591973244147155,0.1939799331103679,0.1822742474916388,0.3461538461538461,0.12040133779264214,0.17391304347826084,0.3210702341137124,0.16387959866220736,0.3461538461538461,0.16555183946488294,0.08862876254180603,0.2157190635451505,0.27591973244147155,0.1588628762541806,0.14214046822742474,0.2959866220735786,0.2157190635451505,0.22073578595317725,0.19732441471571907,0.2157190635451505,0.2274247491638796,0.2575250836120401,0.17725752508361206,0.23411371237458195,0.1605351170568562,0.2525083612040134,0.1505016722408027,0.020066889632107024,0.16387959866220736,0.24581939799331104,0.19230769230769232,0.1822742474916388,0.2525083612040134,0.2240802675585284,0.1588628762541806,P23219,CHEMBL221
0,sp|P36897|TGFR1_HUMAN,0.2051792828685259,0.17729083665338646,0.24900398406374505,0.2250996015936255,0.19322709163346613,0.2211155378486056,0.20916334661354585,0.2808764940239044,0.12151394422310755,0.1812749003984064,0.2729083665338645,0.16533864541832669,0.3067729083665339,0.13545816733067728,0.099601593625498,0.1852589641434263,0.2290836653386454,0.1892430278884462,0.1394422310756972,0.2749003984063745,0.16733067729083664,0.2948207171314741,0.17131474103585656,0.1752988047808765,0.2191235059760956,0.2191235059760956,0.16334661354581673,0.2749003984063745,0.12749003984063745,0.2191235059760956,0.1752988047808765,0.023904382470119518,0.16733067729083664,0.23904382470119526,0.2151394422310757,0.12350597609561753,0.2211155378486056,0.2450199203187251,0.16135458167330674,P36897,CHEMBL4439
0,sp|P04049|RAF1_HUMAN,0.2241112828438949,0.20556414219474495,0.23338485316846985,0.2426584234930448,0.23338485316846985,0.17619783616692428,0.22102009273570325,0.2797527047913447,0.10819165378670788,0.18701700154559506,0.3075734157650695,0.14992272024729522,0.3261205564142195,0.1561051004636785,0.07418856259659969,0.2364760432766615,0.2642967542503864,0.1561051004636785,0.17001545595054096,0.3183925811437404,0.16383307573415765,0.2534775888717156,0.1947449768160742,0.1947449768160742,0.2117465224111283,0.2457496136012365,0.20247295208655333,0.250386398763524,0.16692426584234932,0.22256568778979907,0.20247295208655333,0.017001545595054096,0.14683153013910355,0.2472952086553323,0.2117465224111283,0.18701700154559506,0.25193199381761977,0.2380216383307573,0.1777434312210201,P04049,CHEMBL1906
0,sp|P45984|MK09_HUMAN,0.2293144208037825,0.2269503546099291,0.20094562647754136,0.2576832151300236,0.24349881796690304,0.16784869976359335,0.21040189125295508,0.27423167848699764,0.12293144208037825,0.16312056737588654,0.3333333333333333,0.11347517730496455,0.3498817966903073,0.15839243498817968,0.07801418439716312,0.2198581560283688,0.26004728132387706,0.1536643026004728,0.12529550827423167,0.3451536643026005,0.16312056737588654,0.23877068557919626,0.16312056737588654,0.19621749408983447,0.1773049645390071,0.2695035460992908,0.1914893617021277,0.27423167848699764,0.1276595744680851,0.23167848699763596,0.15602836879432624,0.03546099290780142,0.21040189125295508,0.2198581560283688,0.2198581560283688,0.1773049645390071,0.2718676122931442,0.1867612293144208,0.18439716312056734,P45984,CHEMBL4179
0,sp|P06239|LCK_HUMAN,0.2480314960629921,0.20866141732283466,0.21456692913385828,0.2204724409448819,0.27165354330708663,0.17519685039370078,0.1811023622047244,0.3346456692913386,0.08858267716535433,0.2125984251968504,0.32086614173228345,0.1377952755905512,0.3405511811023622,0.1732283464566929,0.06692913385826772,0.23425196850393698,0.2480314960629921,0.16338582677165353,0.17913385826771652,0.3051181102362205,0.20866141732283466,0.2893700787401575,0.1968503937007874,0.19488188976377951,0.2106299212598425,0.2480314960629921,0.2283464566929134,0.2677165354330709,0.15748031496062992,0.23425196850393698,0.17125984251968504,0.029527559055118113,0.2106299212598425,0.2362204724409449,0.265748031496063,0.14960629921259844,0.2933070866141732,0.218503937007874,0.16338582677165353,P06239,CHEMBL258
0,sp|P00533|EGFR_HUMAN,0.22084367245657568,0.20099255583126552,0.2332506203473945,0.24152191894127376,0.2431761786600496,0.17535153019023986,0.20678246484698096,0.2969396195202647,0.10504549214226634,0.17866004962779156,0.3143093465674111,0.141439205955335,0.2944582299421009,0.18527708850289493,0.07278742762613731,0.2076095947063689,0.2638544251447477,0.16708023159636062,0.1687344913151365,0.27791563275434245,0.20181968569065345,0.2961124896608768,0.1662531017369727,0.1687344913151365,0.21009098428453268,0.2456575682382134,0.20264681555004133,0.2762613730355666,0.12324234904880065,0.21174524400330846,0.15384615384615385,0.029776674937965264,0.1687344913151365,0.2315963606286187,0.2382133995037221,0.17535153019023986,0.2638544251447477,0.228287841191067,0.15798180314309346,P00533,CHEMBL203
0,sp|Q15759|MK11_HUMAN,0.2258953168044077,0.2231404958677686,0.22038567493112948,0.22865013774104684,0.2644628099173554,0.20936639118457298,0.1790633608815427,0.3415977961432507,0.11570247933884298,0.1652892561983471,0.3168044077134986,0.15977961432506887,0.4022038567493113,0.1184573002754821,0.06336088154269973,0.2038567493112948,0.2727272727272727,0.15977961432506887,0.12396694214876032,0.3691460055096419,0.15151515151515152,0.2809917355371901,0.1763085399449036,0.19559228650137744,0.20110192837465565,0.27548209366391185,0.1900826446280992,0.2672176308539945,0.14049586776859505,0.231404958677686,0.1873278236914601,0.016528925619834708,0.20936639118457298,0.2176308539944904,0.24517906336088155,0.1349862258953168,0.2892561983471074,0.22865013774104684,0.15977961432506887,Q15759,CHEMBL3961
0,sp|P09917|LOX5_HUMAN,0.20356612184249628,0.21842496285289748,0.2511144130757801,0.2407132243684993,0.2407132243684993,0.1738484398216939,0.21693907875185736,0.2912332838038633,0.1025260029717682,0.15304606240713226,0.34323922734026746,0.1411589895988113,0.3313521545319465,0.1738484398216939,0.09212481426448738,0.1976225854383358,0.2956909361069837,0.1649331352154532,0.1025260029717682,0.3164933135215453,0.1887072808320951,0.2570579494799405,0.18573551263001487,0.2139673105497771,0.2095096582466568,0.274888558692422,0.1738484398216939,0.23922734026745915,0.15304606240713226,0.2466567607726597,0.15601783060921248,0.03714710252600297,0.20059435364041608,0.2511144130757801,0.19910846953937592,0.16047548291233285,0.2852897473997028,0.2332838038632987,0.13670133729569092,P09917,CHEMBL215
0,sp|P29323|EPHB2_HUMAN,0.2362428842504744,0.20398481973434532,0.23719165085388996,0.2637571157495256,0.2381404174573055,0.14895635673624288,0.20398481973434532,0.2884250474383302,0.08159392789373814,0.16698292220113853,0.33586337760910817,0.13757115749525614,0.33206831119544594,0.18121442125237192,0.07874762808349146,0.23055028462998106,0.25332068311195444,0.17836812144212524,0.16129032258064516,0.3036053130929791,0.20967741935483872,0.2874762808349146,0.1954459203036053,0.1698292220113852,0.23055028462998106,0.2428842504743833,0.2087286527514232,0.28652751423149897,0.16223908918406071,0.2030360531309298,0.15464895635673626,0.023719165085389,0.17552182163187854,0.2409867172675522,0.2267552182163188,0.1840607210626186,0.2685009487666034,0.2333965844402277,0.17172675521821631,P29323,CHEMBL3290
