,#,alphatic,aromatic,postivecharge,negativecharge,uncharge,uniprot_ID,CHEMBL_ID
0,sp|Q16539|MK14_HUMAN,0.38333333333333336,0.09166666666666666,0.1388888888888889,0.1388888888888889,0.24722222222222226,Q16539,CHEMBL260
0,sp|P23219|PGH1_HUMAN,0.3656093489148581,0.12687813021702835,0.12687813021702835,0.1001669449081803,0.28046744574290483,P23219,CHEMBL221
0,sp|P36897|TGFR1_HUMAN,0.4095427435387674,0.06958250497017893,0.14314115308151093,0.10934393638170974,0.268389662027833,P36897,CHEMBL4439
0,sp|P04049|RAF1_HUMAN,0.3364197530864197,0.08179012345679013,0.1558641975308642,0.08950617283950618,0.3364197530864197,P04049,CHEMBL1906
0,sp|P45984|MK09_HUMAN,0.3608490566037736,0.08254716981132075,0.1320754716981132,0.13679245283018868,0.28773584905660377,P45984,CHEMBL4179
0,sp|P06239|LCK_HUMAN,0.34970530451866405,0.10216110019646366,0.12573673870333987,0.137524557956778,0.28487229862475444,P06239,CHEMBL258
0,sp|P00533|EGFR_HUMAN,0.3570247933884297,0.07024793388429752,0.12975206611570247,0.1140495867768595,0.32892561983471075,P00533,CHEMBL203
0,sp|Q15759|MK11_HUMAN,0.3873626373626374,0.08516483516483518,0.13736263736263735,0.13736263736263735,0.25274725274725274,Q15759,CHEMBL3961
0,sp|P09917|LOX5_HUMAN,0.3620178041543027,0.11869436201780414,0.13501483679525222,0.13649851632047474,0.24777448071216615,P09917,CHEMBL215
0,sp|P29323|EPHB2_HUMAN,0.37251184834123213,0.0881516587677725,0.11943127962085308,0.11184834123222748,0.3080568720379147,P29323,CHEMBL3290
0,sp|O43353|RIPK2_HUMAN,0.3462962962962963,0.06481481481481481,0.15,0.11666666666666667,0.32222222222222224,O43353,CHEMBL5014
0,sp|O14976|GAK_HUMAN,0.3600305110602593,0.07551487414187644,0.12051868802440885,0.12280701754385966,0.3211289092295957,O14976,CHEMBL4355
0,sp|P48730|KC1D_HUMAN,0.3542168674698795,0.0891566265060241,0.1855421686746988,0.10602409638554217,0.26506024096385544,P48730,CHEMBL2828
0,sp|P12931|SRC_HUMAN,0.36007462686567165,0.09888059701492537,0.13432835820895522,0.11753731343283585,0.2891791044776119,P12931,CHEMBL267
0,sp|P53779|MK10_HUMAN,0.3642241379310345,0.08836206896551724,0.13793103448275862,0.1206896551724138,0.28879310344827586,P53779,CHEMBL2637
0,sp|Q02763|TIE2_HUMAN,0.3745551601423488,0.08185053380782918,0.13256227758007114,0.11298932384341635,0.2980427046263345,Q02763,CHEMBL4128
0,sp|P30542|AA1R_HUMAN,0.4815950920245399,0.1165644171779141,0.098159509202454,0.061349693251533735,0.2423312883435583,P30542,CHEMBL226
0,sp|P29274|AA2AR_HUMAN,0.4805825242718447,0.09223300970873786,0.09466019417475728,0.05825242718446603,0.27427184466019416,P29274,CHEMBL251
0,sp|P05177|CP1A2_HUMAN,0.3682170542635659,0.1007751937984496,0.13953488372093026,0.09496124031007752,0.2965116279069768,P05177,CHEMBL3356
0,sp|P33261|CP2CJ_HUMAN,0.3693877551020408,0.09591836734693876,0.13673469387755102,0.11632653061224488,0.2816326530612245,P33261,CHEMBL3622
0,sp|P11712|CP2C9_HUMAN,0.37142857142857133,0.09591836734693876,0.13877551020408166,0.10816326530612247,0.2857142857142857,P11712,CHEMBL3397
0,sp|P10635|CP2D6_HUMAN,0.4124748490945674,0.0925553319919517,0.13480885311871227,0.10663983903420524,0.2535211267605634,P10635,CHEMBL289
0,sp|P11229|ACM1_HUMAN,0.3869565217391304,0.09782608695652174,0.12608695652173912,0.07608695652173914,0.3130434782608696,P11229,CHEMBL216
0,sp|O76074|PDE5A_HUMAN,0.3474285714285714,0.07885714285714286,0.14285714285714285,0.13714285714285715,0.2937142857142857,O76074,CHEMBL1827
0,sp|P04626|ERBB2_HUMAN,0.3760956175298805,0.06772908366533864,0.11553784860557767,0.11314741035856575,0.32749003984063746,P04626,CHEMBL1824
0,sp|P24557|THAS_HUMAN,0.3883677298311445,0.10318949343339588,0.1350844277673546,0.11069418386491556,0.2626641651031895,P24557,CHEMBL1835
