,#,alphaticr.alphaticr,alphaticr.aromatic,alphaticr.postivecharger,alphaticr.negativecharger,alphaticr.uncharger,aromatic.alphaticr,aromatic.aromatic,aromatic.postivecharger,aromatic.negativecharger,aromatic.uncharger,postivecharger.alphaticr,postivecharger.aromatic,postivecharger.postivecharger,postivecharger.negativecharger,postivecharger.uncharger,negativecharger.alphaticr,negativecharger.aromatic,negativecharger.postivecharger,negativecharger.negativecharger,negativecharger.uncharger,uncharger.alphaticr,uncharger.aromatic,uncharger.postivecharger,uncharger.negativecharger,uncharger.uncharger,uniprot_ID,CHEMBL_ID
0,sp|Q16539|MK14_HUMAN,0.15041782729805014,0.030640668523676882,0.06406685236768803,0.04456824512534819,0.0947075208913649,0.033426183844011144,0.008356545961002786,0.013927576601671307,0.013927576601671307,0.02228412256267409,0.052924791086350974,0.011142061281337049,0.02228412256267409,0.013927576601671307,0.03899721448467967,0.05013927576601671,0.008356545961002786,0.016713091922005572,0.027855153203342614,0.036211699164345405,0.0947075208913649,0.033426183844011144,0.02228412256267409,0.03899721448467967,0.055710306406685235,Q16539,CHEMBL260
0,sp|P23219|PGH1_HUMAN,0.1488294314381271,0.03678929765886288,0.05183946488294314,0.048494983277591976,0.07859531772575251,0.0451505016722408,0.016722408026755852,0.015050167224080268,0.006688963210702341,0.043478260869565216,0.04180602006688963,0.020066889632107024,0.013377926421404682,0.013377926421404682,0.038461538461538464,0.04180602006688963,0.015050167224080268,0.013377926421404682,0.008361204013377926,0.021739130434782608,0.08695652173913042,0.038461538461538464,0.033444816053511704,0.023411371237458192,0.09866220735785954,P23219,CHEMBL221
0,sp|P36897|TGFR1_HUMAN,0.1892430278884462,0.0199203187250996,0.059760956175298814,0.03386454183266932,0.10557768924302788,0.023904382470119518,0.00796812749003984,0.0099601593625498,0.0099601593625498,0.017928286852589643,0.043824701195219126,0.011952191235059759,0.025896414342629483,0.023904382470119518,0.03784860557768925,0.049800796812749,0.0059760956175298795,0.011952191235059759,0.013944223107569721,0.027888446215139442,0.10159362549800798,0.023904382470119518,0.035856573705179286,0.027888446215139442,0.0796812749003984,P36897,CHEMBL4439
0,sp|P04049|RAF1_HUMAN,0.09891808346213292,0.04327666151468315,0.058732612055641426,0.029366306027820713,0.10664605873261206,0.02627511591962906,0.0030911901081916537,0.017001545595054096,0.0046367851622874795,0.029366306027820713,0.06491499227202473,0.009273570324574959,0.02009273570324575,0.018547140649149918,0.04327666151468315,0.037094281298299836,0.0077279752704791345,0.010819165378670788,0.0077279752704791345,0.02627511591962906,0.10819165378670788,0.018547140649149918,0.04945904173106646,0.029366306027820713,0.13137557959814528,P04049,CHEMBL1906
0,sp|P45984|MK09_HUMAN,0.14184397163120568,0.030732860520094562,0.04964539007092199,0.05200945626477541,0.08747044917257682,0.02127659574468085,0.007092198581560284,0.011820330969267141,0.011820330969267141,0.030732860520094562,0.03782505910165485,0.009456264775413713,0.02127659574468085,0.023640661938534282,0.03782505910165485,0.04964539007092199,0.014184397163120569,0.02127659574468085,0.014184397163120569,0.03782505910165485,0.10874704491725767,0.02127659574468085,0.02836879432624113,0.03546099290780142,0.09456264775413713,P45984,CHEMBL4179
0,sp|P06239|LCK_HUMAN,0.11811023622047245,0.023622047244094488,0.0610236220472441,0.04527559055118111,0.10236220472440943,0.03543307086614173,0.013779527559055118,0.00984251968503937,0.013779527559055118,0.029527559055118113,0.047244094488188976,0.00984251968503937,0.007874015748031496,0.01968503937007874,0.041338582677165364,0.04921259842519685,0.01968503937007874,0.013779527559055118,0.017716535433070866,0.03740157480314961,0.0984251968503937,0.03543307086614173,0.03346456692913386,0.041338582677165364,0.07480314960629922,P06239,CHEMBL258
0,sp|P00533|EGFR_HUMAN,0.13234077750206782,0.018196856906534328,0.04383788254755997,0.04301075268817205,0.11910669975186106,0.03308519437551696,0.003308519437551696,0.011579818031430936,0.007444168734491316,0.014888337468982632,0.04714640198511166,0.010752688172043013,0.016542597187758478,0.0206782464846981,0.034739454094292806,0.03970223325062035,0.01323407775020678,0.011579818031430936,0.014888337468982632,0.034739454094292806,0.1042183622828784,0.02481389578163772,0.04631927212572374,0.02812241521918941,0.12572373862696445,P00533,CHEMBL203
0,sp|Q15759|MK11_HUMAN,0.1487603305785124,0.033057851239669415,0.06887052341597796,0.04683195592286502,0.09090909090909093,0.02479338842975207,0.008264462809917356,0.01928374655647383,0.008264462809917356,0.02479338842975207,0.05509641873278237,0.008264462809917356,0.016528925619834708,0.01928374655647383,0.03856749311294766,0.06336088154269973,0.011019283746556474,0.008264462809917356,0.02479338842975207,0.030303030303030307,0.09366391184573004,0.02479338842975207,0.02479338842975207,0.03856749311294766,0.06887052341597796,Q15759,CHEMBL3961
0,sp|P09917|LOX5_HUMAN,0.12184249628528974,0.03566121842496285,0.05200594353640416,0.0475482912332838,0.10401188707280833,0.04903417533432392,0.014858841010401188,0.013372956909361071,0.014858841010401188,0.026745913818722142,0.050520059435364036,0.014858841010401188,0.017830609212481426,0.01634472511144131,0.03566121842496285,0.0475482912332838,0.022288261515601784,0.022288261515601784,0.017830609212481426,0.026745913818722142,0.09212481426448738,0.031203566121842493,0.029717682020802376,0.04011887072808321,0.0549777117384844,P09917,CHEMBL215
0,sp|P29323|EPHB2_HUMAN,0.14516129032258066,0.025616698292220116,0.05502846299810247,0.04269449715370019,0.103415559772296,0.029411764705882356,0.008538899430740038,0.0066413662239089176,0.014231499051233398,0.029411764705882356,0.04079696394686907,0.008538899430740038,0.018975332068311198,0.015180265654648957,0.03605313092979128,0.03984819734345351,0.015180265654648957,0.009487666034155596,0.012333965844402278,0.03510436432637571,0.11669829222011385,0.03036053130929792,0.029411764705882356,0.027514231499051238,0.10436432637571158,P29323,CHEMBL3290
0,sp|O43353|RIPK2_HUMAN,0.11873840445269015,0.011131725417439705,0.05380333951762523,0.027829313543599257,0.13358070500927646,0.027829313543599257,0.0018552875695732839,0.00927643784786642,0.012987012987012988,0.012987012987012988,0.046382189239332086,0.007421150278293135,0.03525046382189239,0.01855287569573284,0.04267161410018553,0.046382189239332086,0.016697588126159554,0.00927643784786642,0.014842300556586271,0.029684601113172542,0.10575139146567718,0.027829313543599257,0.04267161410018553,0.04267161410018553,0.1038961038961039,O43353,CHEMBL5014
0,sp|O14976|GAK_HUMAN,0.13053435114503814,0.031297709923664124,0.04732824427480916,0.041221374045801534,0.1099236641221374,0.03053435114503817,0.0007633587786259543,0.0068702290076335885,0.00916030534351145,0.02748091603053435,0.046564885496183206,0.00916030534351145,0.013740458015267177,0.012213740458015269,0.03893129770992367,0.049618320610687015,0.012977099236641221,0.011450381679389313,0.01603053435114504,0.03282442748091603,0.10229007633587786,0.021374045801526718,0.041221374045801534,0.044274809160305344,0.11221374045801527,O14976,CHEMBL4355
0,sp|P48730|KC1D_HUMAN,0.12560386473429952,0.026570048309178744,0.06280193236714976,0.043478260869565216,0.0966183574879227,0.033816425120772944,0.0024154589371980675,0.014492753623188406,0.00966183574879227,0.028985507246376805,0.06038647342995169,0.01932367149758454,0.036231884057971016,0.01932367149758454,0.04830917874396135,0.033816425120772944,0.016908212560386472,0.021739130434782608,0.014492753623188406,0.01932367149758454,0.09903381642512077,0.024154589371980683,0.050724637681159424,0.01932367149758454,0.07246376811594203,P48730,CHEMBL2828
0,sp|P12931|SRC_HUMAN,0.1233644859813084,0.03551401869158879,0.05233644859813085,0.04299065420560748,0.10467289719626167,0.04485981308411215,0.011214953271028037,0.007476635514018692,0.009345794392523364,0.026168224299065426,0.05794392523364486,0.009345794392523364,0.024299065420560748,0.018691588785046728,0.024299065420560748,0.03364485981308411,0.018691588785046728,0.011214953271028037,0.009345794392523364,0.04485981308411215,0.09906542056074766,0.024299065420560748,0.03925233644859813,0.037383177570093455,0.08971962616822429,P12931,CHEMBL267
